epoch	loss	acc	val_loss	val_acc
42	0.0006290688179433346	1.0	0.0007011499837972224	1.0
43	0.00039228826062753797	1.0	0.0006196150789037347	1.0
44	0.0003122580819763243	1.0	0.0005541658028960228	1.0
45	0.0007791835232637823	1.0	0.0004924967652186751	1.0
46	0.0003206371620763093	1.0	0.000442011805716902	1.0
47	0.0001956649502972141	1.0	0.0004007654497399926	1.0
48	0.0002104057784890756	1.0	0.00036699080374091864	1.0
49	0.00028833496617153287	1.0	0.00033964141039177775	1.0
50	0.0002246301737613976	1.0	0.0003182977088727057	1.0
51	0.00018501686281524599	1.0	0.0003004182071890682	1.0
52	0.00030130616505630314	1.0	0.00028275870135985315	1.0
53	0.00021758950606454164	1.0	0.0002652641851454973	1.0
54	0.00022898636234458536	1.0	0.00024878967087715864	1.0
55	0.00016189417510759085	1.0	0.00023437636264134198	1.0
56	0.0001430534030077979	1.0	0.00022104819072410464	1.0
57	0.00011806711700046435	1.0	0.00020903621043544263	1.0
58	0.0001581452088430524	1.0	0.0001975850755115971	1.0
59	0.00016323078307323158	1.0	0.00018640093912836164	1.0
60	0.00023369054542854428	1.0	0.0001755887788021937	1.0
61	0.00015830715710762888	1.0	0.00016577901260461658	1.0
62	9.47160369833e-05	1.0	0.0001572371256770566	1.0
63	9.561054321238771e-05	1.0	0.00014982669381424785	1.0
64	9.335986396763474e-05	1.0	0.00014355113671626896	1.0
65	0.00012690825678873807	1.0	0.00013813358964398503	1.0
66	0.00011087869643233716	1.0	0.0001336359273409471	1.0
67	8.712548878975213e-05	1.0	0.00012975986464880407	1.0
68	7.719187124166638e-05	1.0	0.00012655554746743292	1.0
69	7.6708645792678e-05	1.0	0.00012367758608888835	1.0
70	8.686432556714863e-05	1.0	0.00012106815120205283	1.0
71	7.887143874540925e-05	1.0	0.00011869434092659503	1.0
72	8.950608025770634e-05	1.0	0.00011647625069599599	1.0
73	6.484772893600166e-05	1.0	0.00011429663572926074	1.0
74	0.00015739648370072246	1.0	0.0001121749373851344	1.0
75	7.62004783609882e-05	1.0	0.00011016711505362764	1.0
76	6.571222911588848e-05	1.0	0.00010847040539374575	1.0
77	7.60990078561008e-05	1.0	0.00010694201773731038	1.0
78	5.5344040447380394e-05	1.0	0.00010547917190706357	1.0
79	0.00013358856085687876	1.0	0.00010436577576911077	1.0
80	0.0001355998101644218	1.0	0.0001029614795697853	1.0
81	7.503510278183967e-05	1.0	0.00010167951404582709	1.0
82	8.146331674652174e-05	1.0	0.00010029233089881018	1.0
83	6.956933066248894e-05	1.0	9.895402035908774e-05	1.0
84	8.703110506758094e-05	1.0	9.792148921405897e-05	1.0
85	0.0001214259973494336	1.0	9.715713531477377e-05	1.0
86	6.205141107784584e-05	1.0	9.650736319599673e-05	1.0
87	5.7340002967976034e-05	1.0	9.600321936886758e-05	1.0
88	5.6860568292904645e-05	1.0	9.554500866215676e-05	1.0
89	4.285662362235598e-05	1.0	9.504368790658191e-05	1.0
90	6.230959843378514e-05	1.0	9.438882261747494e-05	1.0
91	6.956840661587194e-05	1.0	9.366284939460456e-05	1.0
92	4.122413520235568e-05	1.0	9.305748244514689e-05	1.0
93	7.07289291312918e-05	1.0	9.232427692040801e-05	1.0
94	6.364187720464543e-05	1.0	9.140711335930973e-05	1.0
95	6.553292041644454e-05	1.0	9.042902092915028e-05	1.0
96	7.982621900737286e-05	1.0	8.912487101042643e-05	1.0
97	0.0001143330882769078	1.0	8.839527436066419e-05	1.0
98	7.051573629723862e-05	1.0	8.729720138944685e-05	1.0
99	5.4144038585945964e-05	1.0	8.621167216915637e-05	1.0
